timestamp,level,college,buy_frequency,daily_spend,products_bought,stockout_freq,stockout_action,items_not_found,wish_vendors_sold,water_bags_per_week,bread_frequency,cooked_food_frequency,stationery_frequency,toiletries_frequency,vendor_choice_reason,stopped_buying,other_comments,daily_spend_clean,w_water,w_bread,w_food,w_stationery,w_toiletries,buy_freq_clean,stockout_freq_clean,buys_water,buys_stationery,stopped_clean,freq_num,spend_num
5/10/2026 13:14,200,CONAS,Rarely,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Airtime / data top-up, Pens / pencils / writing materials, Phone accessories (charger, earpiece, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Specific type of bread or food, Medications / First aid items, Phone accessories",Fresh juice,1120 bags,Rarely / never,A few times a week,Monthly,Rarely / never,"I have a relationship with the vendor, Their prices are cheaper",I've thought about it,Sell more healthy food options,"₦1,001 – ₦2,000",4,1,3,2,1,Rarely,Sometimes,1,1,Considered it,1,1500
5/9/2026 6:52,400,CBSS,Every day,"?500  ?1,000","Bottled water / pure water (sachet/bags), Rice / beans / cooked food, Airtime / data top-up, Printing / photocopy, Toiletries (soap, toothpaste, tissue, etc.), Medications (paracetamol, malaria drugs, etc.)",Never,Go off campus to buy it,"Specific snack or food type (e.g., a particular brand)",Hot puff-puff,15 bags,Once or twice a week,A few times a week,Rarely / never,Monthly,Their food or products taste/feel better,"Yes, more than once",More variety of food is needed,"₦500 – ₦1,000",2,3,3,1,3,Daily,Never,1,0,Yes - multiple times,5,750
5/7/2026 10:58,400,CONAS,Every day,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Printing / photocopy, Exercise books / jotters / notebooks, Toiletries (soap, toothpaste, tissue, etc.), Medications (paracetamol, malaria drugs, etc.)",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Stapler pins / office supplies",Gift items,15 bags,Daily,Once a day,Only at the start of semester,Every 2 weeks,"I have a relationship with the vendor, Their location is more convenient",I've thought about it,,"More than ₦3,000",2,5,4,2,4,Daily,Rarely,1,1,Considered it,5,3500
5/8/2026 20:19,300,CONAS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Bread, Instant noodles (Indomie, etc.), Rice / beans / cooked food, Airtime / data top-up, Pens / pencils / writing materials, Exercise books / jotters / notebooks",Rarely,Go without it,"Cold drinks / chilled beverages, Toiletries (e.g., a specific soap or toothpaste brand)",Paracetamol strips,15 bags,Daily,Rarely / never,Rarely / never,Monthly,"I have a relationship with the vendor, They restock quickly, Their food or products taste/feel better","Yes, once",Improve hygiene standards,"₦2,001 – ₦3,000",2,5,1,1,3,Daily,Rarely,1,1,Yes - once,5,2500
5/5/2026 20:43,200,CBSS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Phone accessories (charger, earpiece, etc.)",Sometimes (once or twice a week),Go without it,"Specific type of bread or food, Printing paper / cardboard",Protein bars,1120 bags,Rarely / never,Twice or more daily,Every 23 weeks,Every 2 weeks,"They restock quickly, Their food or products taste/feel better, They always have what I need in stock","Yes, more than once",More variety of food is needed,"₦1,001 – ₦2,000",4,1,5,3,4,Daily,Sometimes,1,0,Yes - multiple times,5,1500
5/9/2026 5:19,200,CONAS,45 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Printing / photocopy, Exercise books / jotters / notebooks",Rarely,Go without it,"Specific provisions (e.g., a particular seasoning or spread), None  I usually find what I need",Yoghurt drinks,610 bags,Once or twice a week,Once a day,Every 23 weeks,Rarely / never,"They always have what I need in stock, Their prices are cheaper","Yes, once",Sell more healthy food options,"₦2,001 – ₦3,000",3,3,4,3,1,4-5x/week,Rarely,1,1,Yes - once,4,2500
4/29/2026 22:07,400,CACOS,Once a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Tea / Milo / beverages, Pens / pencils / writing materials, Toiletries (soap, toothpaste, tissue, etc.)",Rarely,Try another vendor on campus,"Medications / First aid items, None  I usually find what I need",Energy drinks,More than 20 bags,Once or twice a week,A few times a week,Weekly,Rarely / never,Their location is more convenient,"Yes, more than once",,"₦1,001 – ₦2,000",5,3,3,5,1,Weekly,Rarely,1,1,Yes - multiple times,2,1500
5/9/2026 2:27,400,CBSS,Every day,"?500  ?1,000","Bottled water / pure water (sachet/bags), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Provisions (sugar, milk, etc.), Printing / photocopy",Rarely,Try another vendor on campus,None  I usually find what I need,Energy drinks,1120 bags,Once or twice a week,Twice or more daily,Only at the start of semester,Rarely / never,They restock quickly,"Yes, more than once",Sell more affordable provisions,"₦500 – ₦1,000",4,3,5,2,1,Daily,Rarely,1,0,Yes - multiple times,5,750
5/2/2026 10:12,200,CACOS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.)",Rarely,Order it online,Phone accessories,Sanitary pads,15 bags,Once or twice a week,Twice or more daily,Monthly,Every 2 weeks,"They restock quickly, They always have what I need in stock","Yes, once",They should accept transfer payments,"₦2,001 – ₦3,000",2,3,5,2,4,Daily,Rarely,1,0,Yes - once,5,2500
5/1/2026 20:35,400,CBSS,45 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Instant noodles (Indomie, etc.), Tea / Milo / beverages",Rarely,Try another vendor on campus,"Specific type of bread or food, None  I usually find what I need",Greek yoghurt,610 bags,Daily,A few times a week,Rarely / never,Rarely / never,"They always have what I need in stock, They restock quickly, Their prices are cheaper","Yes, once",Improve hygiene standards,"₦1,001 – ₦2,000",3,5,3,1,1,4-5x/week,Rarely,1,0,Yes - once,4,1500
5/2/2026 13:27,300,CBSS,Every day,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Printing / photocopy, Pens / pencils / writing materials, Exercise books / jotters / notebooks, Phone accessories (charger, earpiece, etc.)",Rarely,Go without it,"Medications / First aid items, None  I usually find what I need","Intercontinental dishes (Afang, Edikaikong soup)",15 bags,Once or twice a week,Once a day,Rarely / never,Rarely / never,"Their food or products taste/feel better, I have a relationship with the vendor",I've thought about it,They should be more organised,"₦500 – ₦1,000",2,3,4,1,1,Daily,Rarely,1,1,Considered it,5,750
5/5/2026 9:38,100,CACOS,45 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Phone accessories (charger, earpiece, etc.)",Rarely,Try another vendor on campus,"Cold drinks / chilled beverages, Specific type of bread or food, Medications / First aid items, Phone accessories",Smoothies,15 bags,Once or twice a week,Once a day,Only at the start of semester,Monthly,They always have what I need in stock,I've thought about it,Better pricing for students,"₦1,001 – ₦2,000",2,3,4,2,3,4-5x/week,Rarely,1,0,Considered it,4,1500
5/8/2026 17:55,300,CONAS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Rice / beans / cooked food, Toiletries (soap, toothpaste, tissue, etc.), Medications (paracetamol, malaria drugs, etc.)",Sometimes (once or twice a week),Go without it,"Specific snack or food type (e.g., a particular brand), Medications / First aid items, Phone accessories",Paracetamol strips,15 bags,35 times a week,Once a day,Monthly,Rarely / never,"Their location is more convenient, I have a relationship with the vendor, They restock quickly",No,More phone accessories vendors needed,"₦2,001 – ₦3,000",2,4,4,2,1,Daily,Sometimes,1,0,No,5,2500
5/2/2026 18:40,400,CONAS,45 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Tea / Milo / beverages, Printing / photocopy, Exercise books / jotters / notebooks, Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Cold drinks / chilled beverages, Stapler pins / office supplies, Toiletries (e.g., a specific soap or toothpaste brand)",Toothbrush variety,15 bags,Rarely / never,Once a day,Only at the start of semester,Every 2 weeks,"Their location is more convenient, I have a relationship with the vendor",No,,"₦2,001 – ₦3,000",2,1,4,2,4,4-5x/week,Sometimes,1,1,No,4,2500
5/3/2026 16:00,200,CBSS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Tea / Milo / beverages, Exercise books / jotters / notebooks, Phone accessories (charger, earpiece, etc.)",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Toiletries (e.g., a specific soap or toothpaste brand)",Hot puff-puff,15 bags,Once or twice a week,A few times a week,Only at the start of semester,Every 2 weeks,"Their location is more convenient, I have a relationship with the vendor, They always have what I need in stock",I've thought about it,Improve hygiene standards,"₦1,001 – ₦2,000",2,3,3,2,4,Daily,Rarely,1,1,Considered it,5,1500
5/2/2026 18:46,200,CONAS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Instant noodles (Indomie, etc.), Airtime / data top-up",Rarely,Ask a friend to get it for me,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, Specific provisions (e.g., a particular seasoning or spread)",Toothbrush variety,610 bags,Once or twice a week,Rarely / never,Only at the start of semester,Every 2 weeks,I have a relationship with the vendor,I've thought about it,,"₦1,001 – ₦2,000",3,3,1,2,4,Daily,Rarely,1,0,Considered it,5,1500
5/10/2026 4:15,400,CONAS,23 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Printing / photocopy",Rarely,Try another vendor on campus,"Cold drinks / chilled beverages, Medications / First aid items, None  I usually find what I need",USB cables,15 bags,Once or twice a week,Twice or more daily,Every 23 weeks,Rarely / never,They restock quickly,"Yes, once",More snack options please,"₦2,001 – ₦3,000",2,3,5,3,1,2-3x/week,Rarely,1,0,Yes - once,3,2500
5/9/2026 12:17,400,CBSS,Every day,"?2,001  ?3,000","Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Tea / Milo / beverages, Airtime / data top-up, Pens / pencils / writing materials, Exercise books / jotters / notebooks, Phone accessories (charger, earpiece, etc.)",Frequently (several times a week),Go off campus to buy it,None  I usually find what I need,Herbal teas,I don't buy water on campus,Once or twice a week,Twice or more daily,Every 23 weeks,Every 2 weeks,Their prices are cheaper,"Yes, once",Improve hygiene standards,"₦2,001 – ₦3,000",1,3,5,3,4,Daily,Frequently,0,1,Yes - once,5,2500
5/3/2026 1:10,400,CONAS,45 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Instant noodles (Indomie, etc.), Airtime / data top-up",Sometimes (once or twice a week),Order it online,"Cold drinks / chilled beverages, Specific type of bread or food, Medications / First aid items, Printing paper / cardboard, None  I usually find what I need",,15 bags,35 times a week,Once a day,Weekly,Rarely / never,"Their location is more convenient, They always have what I need in stock, Their prices are cheaper",No,Sell more healthy food options,"₦2,001 – ₦3,000",2,4,4,5,1,4-5x/week,Sometimes,1,0,No,4,2500
5/6/2026 22:07,200,CACOS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Printing / photocopy",Rarely,Try another vendor on campus,"Toiletries (e.g., a specific soap or toothpaste brand)",Protein bars,More than 20 bags,Once or twice a week,Twice or more daily,Only at the start of semester,Rarely / never,They always have what I need in stock,"Yes, once",They should sell cold drinks consistently,"₦1,001 – ₦2,000",5,3,5,2,1,Daily,Rarely,1,0,Yes - once,5,1500
5/7/2026 3:37,200,CONAS,Every day,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Printing / photocopy",Rarely,Go without it,"Cold drinks / chilled beverages, Toiletries (e.g., a specific soap or toothpaste brand)",USB cables,15 bags,35 times a week,A few times a week,Rarely / never,Weekly,"Their prices are cheaper, They restock quickly, Their location is more convenient","Yes, once",Open earlier in the morning,"More than ₦3,000",2,4,3,1,5,Daily,Rarely,1,0,Yes - once,5,3500
4/28/2026 18:55,400,CACOS,45 times a week,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Airtime / data top-up, Exercise books / jotters / notebooks",Frequently (several times a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Specific type of bread or food",USB cables,15 bags,Daily,Once a day,Only at the start of semester,Weekly,"I have a relationship with the vendor, Their location is more convenient",I've thought about it,,"₦500 – ₦1,000",2,5,4,2,5,4-5x/week,Frequently,1,1,Considered it,4,750
5/10/2026 17:27,200,CACOS,23 times a week,"?1,001  ?2,000","Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Go off campus to buy it,"Cold drinks / chilled beverages, Printing paper / cardboard, Phone accessories",Gift items,610 bags,Daily,Once a day,Every 23 weeks,Rarely / never,"They restock quickly, Their prices are cheaper","Yes, once",,"₦1,001 – ₦2,000",3,5,4,3,1,2-3x/week,Sometimes,0,0,Yes - once,3,1500
4/29/2026 20:38,400,CBSS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Bread, Rice / beans / cooked food, Tea / Milo / beverages, Provisions (sugar, milk, etc.), Airtime / data top-up, Printing / photocopy, Pens / pencils / writing materials",Sometimes (once or twice a week),Try another vendor on campus,"Cold drinks / chilled beverages, Phone accessories",Cway Peach drink,15 bags,Once or twice a week,Once a day,Weekly,Monthly,"They always have what I need in stock, Their prices are cheaper",I've thought about it,Open earlier in the morning,"₦1,001 – ₦2,000",2,3,4,5,3,Daily,Sometimes,1,1,Considered it,5,1500
